Tweet Date,Display Name,User Name,Tweet URL,Media Type,Media URL,Saved Filename,Tweet Content,Favorite Count,Retweet Count,Reply Count
2024/10/27 7:26,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1850318075893039321/video/1,Video,https://video.twimg.com/amplify_video/1850317989863718912/vid/avc1/1080x1350/V2XVovUi9LbL-7NM.mp4?tag=16,2024-10-27 07-26-vid_230.mp4,"Imagine Donald Trump with no guardrails. If reelected, he will claim unchecked and extreme power. https://t.co/QUhb9M2CQ9",13380,3577,7337
2024/10/27 2:08,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1850238050946748678/photo/1,Image,https://pbs.twimg.com/media/Ga1dqhTXoAAEIa2.jpg,2024-10-27 02-08-img_234.jpg,"Texas, we are fighting for freedom. Let’s get out and vote. https://t.co/XgEaYdyUT7",17908,3144,2532
2024/10/27 2:08,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1850238050946748678/photo/1,Image,https://pbs.twimg.com/media/Ga1drviWIAAcGv0.jpg,2024-10-27 02-08-img_235.jpg,"Texas, we are fighting for freedom. Let’s get out and vote. https://t.co/XgEaYdyUT7",17908,3144,2532
2024/10/27 2:08,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1850238050946748678/photo/1,Image,https://pbs.twimg.com/media/Ga1dpTOWoAA9Ze8.jpg,2024-10-27 02-08-img_233.jpg,"Texas, we are fighting for freedom. Let’s get out and vote. https://t.co/XgEaYdyUT7",17908,3144,2532
2024/10/26 23:59,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1850205522642849965/video/1,Video,https://video.twimg.com/amplify_video/1850205247706370048/vid/avc1/720x900/rU0pM8VgBNvuzKGq.mp4?tag=16,2024-10-26 23-59-vid_236.mp4,"The attorney general of Texas is suing the United States government so they can get their hands on private medical records of women who leave the state to get care.

Trump won’t let anyone see his medical records, but these guys want to get their hands on yours? https://t.co/0zAW4skL6E",46130,18273,4502
2024/10/26 22:49,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1850187910810628446/photo/1,Image,https://pbs.twimg.com/media/Ga0wFTnaUAAluAN.jpg,2024-10-26 22-49-img_237.jpg,"In the next 10 days, we must organize, mobilize, and vote. 

America, let’s do this together: https://t.co/VbrfuqVy9P. https://t.co/f8Gkh1wBWk",17892,4735,4292
2024/11/1 4:01,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1852078362505662779/photo/1,Image,https://pbs.twimg.com/media/GbPncFQX0AAYetT.jpg,2024-11-01 04-01-img_118.jpg,"On November 5, we will vote with joy.

https://t.co/VbrfuqVy9P https://t.co/HTsklcqnM0",18122,4553,4498
2024/11/1 1:46,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1852044388953919745/photo/1,Image,https://pbs.twimg.com/media/GbPIieAXgAAIhnk.jpg,2024-11-01 01-46-img_121.jpg,"I will always put the middle class and working families first. 

I come from the middle class and will never forget where I came from. https://t.co/S8vGEQb45w",23816,3683,9059
2024/10/26 22:08,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1850177590696292811/photo/1,Image,https://pbs.twimg.com/media/Ga0mskPaQAANgF2.jpg,2024-10-26 22-08-img_238.jpg,"When I was in high school, I started to notice something about my best friend, Wanda. She was sad at school, and there were times when she didn’t want to go home. 

One day, I asked Wanda if everything was all right, and she confided in me that she was being sexually abused by https://t.co/sOzeKEunbp",38084,6814,4742
2024/10/31 20:00,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1851957455074255343/photo/1,Image,https://pbs.twimg.com/media/GbN5eVAXYAIr70Q.jpg,2024-10-31 20-00-img_126.jpg,"This is our moment. Together, we will chart a new way forward. 

Make a plan to vote early or on November 5. https://t.co/VbrfuqVy9P https://t.co/fJoz40HD1y",6940,2223,2016
2024/11/1 2:15,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1852051781540548656/video/1,Video,https://video.twimg.com/amplify_video/1852051674644324353/vid/avc1/1080x1920/PtZhOOhfn_WglG_M.mp4?tag=16,2024-11-01 02-15-vid_120.mp4,"To all of the women and families who have shared their stories, born out of tragedy and pain, so that others won't have to experience the same: 

As president, I will restore reproductive freedom and carry your stories with me in this fight. 

Thank you for your extraordinary https://t.co/3aPf4Sb2cq",8036,2688,2058
2024/11/1 1:20,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1852037913204163026/video/1,Video,https://video.twimg.com/amplify_video/1852037827392888832/vid/avc1/1080x1920/epHP4w18islhUlgJ.mp4?tag=16,2024-11-01 01-20-vid_122.mp4,"I'm honored you brought your rings out for me, Badgers! https://t.co/CeBlWbmkBh",14318,2382,1090
2024/10/31 10:07,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1851808131514315012/video/1,Video,https://video.twimg.com/amplify_video/1851808066263461888/vid/avc1/1080x1350/wMONhe1t114_oeM_.mp4?tag=16,2024-10-31 10-07-vid_129.mp4,"If Donald Trump gets rid of the Affordable Care Act, it would throw millions of Americans off of their health insurance and take us back to when insurance companies could deny people with preexisting conditions. https://t.co/I0jqrO529E",7747,3161,2125
2024/10/31 23:55,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1852016529849586041/video/1,Video,https://video.twimg.com/amplify_video/1852016463852249088/vid/avc1/1080x1350/kJBMpSSCr7Pc7QQm.mp4?tag=16,2024-10-31 23-55-vid_124.mp4,"Are you ready to make your voices heard?

https://t.co/VbrfuqVy9P https://t.co/zyKZ4EQ0Qb",15330,4467,3119
2024/10/31 10:18,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1851810895271272814/video/1,Video,https://video.twimg.com/amplify_video/1851810830049804288/vid/avc1/1080x1920/O_TgHCf6fo0v3jBu.mp4?tag=16,2024-10-31 10-18-vid_128.mp4,It's good to be back in Madison. https://t.co/dOhIJMaB2O,19883,3125,1815
2024/10/31 9:20,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1851796252599398457/photo/1,Image,https://pbs.twimg.com/media/GbLm3IEXYAA3vJE.jpg,2024-10-31 09-20-img_134.jpg,"Young, old, first-time voter, lifelong advocate—your voice matters. Let’s create a future that reflects our hopes and ambitions. 

https://t.co/VbrfuqVy9P https://t.co/FmDZ8Z2Llu",4901,1395,1238
2024/10/31 9:25,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1851797574174347654/photo/1,Image,https://pbs.twimg.com/media/GbLoCx4WIAArjBc.jpg,2024-10-31 09-25-img_132.jpg,"Wisconsin, each person has the power to weigh in on this election. 

Remember: Your vote is your voice. And your voice is your power in a democracy. Make sure to use it. 

https://t.co/VbrfuqVy9P https://t.co/WcQVeIo4Qz",4941,1169,1294
2024/10/31 8:20,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1851781152501010497/photo/1,Image,https://pbs.twimg.com/media/GbLZIL8W0AAi_dc.jpg,2024-10-31 08-20-img_136.jpg,"Donald Trump’s abortion bans have created a health care crisis.  

I trust women to make decisions about their own bodies. https://t.co/Oy0dkW0TGE",106830,15641,13337
2024/10/31 9:25,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1851797574174347654/photo/1,Image,https://pbs.twimg.com/media/GbLoBjtXYAA2gK2.jpg,2024-10-31 09-25-img_131.jpg,"Wisconsin, each person has the power to weigh in on this election. 

Remember: Your vote is your voice. And your voice is your power in a democracy. Make sure to use it. 

https://t.co/VbrfuqVy9P https://t.co/WcQVeIo4Qz",4941,1169,1294
2024/10/31 7:41,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1851771400962404575/photo/1,Image,https://pbs.twimg.com/media/GbLQOE_XYAAFRun.jpg,2024-10-31 07-41-img_138.jpg,"We love our country—and we are fighting for the future. 

https://t.co/VbrfuqVy9P https://t.co/3a6gw2C89m",5307,1203,1784
2024/10/31 7:41,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1851771400962404575/photo/1,Image,https://pbs.twimg.com/media/GbLQQhVXgAAs3sA.jpg,2024-10-31 07-41-img_140.jpg,"We love our country—and we are fighting for the future. 

https://t.co/VbrfuqVy9P https://t.co/3a6gw2C89m",5307,1203,1784
2024/10/31 6:26,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1851752507522826319/video/1,Video,https://video.twimg.com/amplify_video/1851752443152855040/vid/avc1/1080x1350/97pTYCHCuzayJu3J.mp4?tag=16,2024-10-31 06-26-vid_145.mp4,"Pennsylvania, this is your reminder to return your mail ballot and make sure your voice is heard. https://t.co/U7FHC48eJk",9805,2878,1650
2024/10/31 7:00,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1851761113920143379/photo/1,Image,https://pbs.twimg.com/media/GbLG4e0XIAAsUfe.jpg,2024-10-31 07-00-img_143.jpg,Unions make our country stronger. https://t.co/mwKYM9yrKw,4960,1080,1148
2024/10/31 7:00,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1851761113920143379/photo/1,Image,https://pbs.twimg.com/media/GbLG3QoWAAAZFsi.jpg,2024-10-31 07-00-img_142.jpg,Unions make our country stronger. https://t.co/mwKYM9yrKw,4960,1080,1148
2024/10/31 4:19,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1851720568413794713/photo/1,Image,https://pbs.twimg.com/media/GbKh9_rW8AAZ8aP.jpg,2024-10-31 04-19-img_147.jpg,"This election is more than just a choice between two parties and two different candidates. It is a choice between a country rooted in freedom for every American or one ruled by chaos and division.

We choose freedom. https://t.co/uQ7KdgJQzQ",5401,1535,1919
2024/10/31 4:19,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1851720568413794713/photo/1,Image,https://pbs.twimg.com/media/GbKiAcFWYAAnf95.jpg,2024-10-31 04-19-img_149.jpg,"This election is more than just a choice between two parties and two different candidates. It is a choice between a country rooted in freedom for every American or one ruled by chaos and division.

We choose freedom. https://t.co/uQ7KdgJQzQ",5401,1535,1919
2024/10/31 0:42,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1851665957036458260/photo/1,Image,https://pbs.twimg.com/media/GbJwUa_XoAA_dyA.jpg,2024-10-31 00-42-img_160.jpg,"Pennsylvania, you hold the key to this election. Let’s unlock the next great chapter of our American story—together. 

https://t.co/VbrfuqVy9P https://t.co/E6qvTK2sIL",8147,2160,1938
2024/10/31 3:06,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1851702196267577784/photo/1,Image,https://pbs.twimg.com/media/GbKRQmiWUAArPbr.jpg,2024-10-31 03-06-img_152.jpg,"Michigan, you know what to do: Go Blue! 

https://t.co/VbrfuqVy9P https://t.co/45JOGmBDUU",11188,2435,1513
2024/10/30 22:35,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1851634046654144941/video/1,Video,https://video.twimg.com/amplify_video/1851633918576902144/vid/avc1/720x900/0rDuZF0aSeZW6HyV.mp4?tag=16,2024-10-30 22-35-vid_165.mp4,"Here’s what I promise you: If you give me the chance to fight on your behalf, there is nothing in the world that will stand in my way. https://t.co/48fYumGij7",9848,2824,3867
2024/10/31 3:06,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1851702196267577784/photo/1,Image,https://pbs.twimg.com/media/GbKRUQEXUAA3WDJ.jpg,2024-10-31 03-06-img_155.jpg,"Michigan, you know what to do: Go Blue! 

https://t.co/VbrfuqVy9P https://t.co/45JOGmBDUU",11188,2435,1513
2024/10/30 10:00,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1851444063074963648/video/1,Video,https://video.twimg.com/amplify_video/1851443934708297728/vid/avc1/720x900/rUYJlpY7kceRgVy-.mp4?tag=16,2024-10-30 10-00-vid_170.mp4,"I will always honor—and never denigrate—the service and sacrifice of our troops and their families. And as president, I will fulfill our sacred obligation to care for them. https://t.co/W9dLLMCxaV",13182,3733,4528
2024/10/30 20:55,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1851608816242029042/video/1,Video,https://video.twimg.com/amplify_video/1851608751897194496/vid/avc1/1080x1920/gGJsQA_bGTw41nPp.mp4?tag=16,2024-10-30 20-55-vid_166.mp4,"Our campaign is charting a new way forward with hope, joy, and action. This road has taken us across the country, meeting voters where they are. And we aren’t done yet.

We have 6 days left to make our voices heard in this election. Join us: https://t.co/VbrfuqVy9P https://t.co/IyLt7D8Z8u",9146,3036,2849
2024/10/30 9:27,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1851435688807243947/photo/1,Image,https://pbs.twimg.com/media/GbGe32MXoAAkPbt.jpg,2024-10-30 09-27-img_172.jpg,"America is the greatest idea humanity ever devised. A nation big enough to encompass all our dreams, strong enough to withstand any fracture or fissure between us, and fearless enough to imagine a future of possibilities.

Let us fight for this beautiful country we love. https://t.co/jDbZfVFPVS",22897,5953,3398
2024/10/30 9:27,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1851435688807243947/photo/1,Image,https://pbs.twimg.com/media/GbGe5DPW4AAFFls.jpg,2024-10-30 09-27-img_173.jpg,"America is the greatest idea humanity ever devised. A nation big enough to encompass all our dreams, strong enough to withstand any fracture or fissure between us, and fearless enough to imagine a future of possibilities.

Let us fight for this beautiful country we love. https://t.co/jDbZfVFPVS",22897,5953,3398
2024/10/30 9:00,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1851428919892652508/video/1,Video,https://video.twimg.com/amplify_video/1851428854671249408/vid/avc1/1080x1920/cZe_eXDQcPy6_dVK.mp4?tag=16,2024-10-30 09-00-vid_176.mp4,"Good evening, America. https://t.co/NqFXBWqfAM",28077,4254,3239
2024/10/30 0:02,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1851293511213085176/video/1,Video,https://video.twimg.com/amplify_video/1851293424324132867/vid/avc1/1080x1920/k5jN-SYQicQAs5nY.mp4?tag=16,2024-10-30 00-02-vid_188.mp4,"Vegas: When we vote, we win. 

https://t.co/VbrfuqVy9P https://t.co/qOdVM4yNd4",104515,18953,4753
2024/10/30 9:27,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1851435688807243947/photo/1,Image,https://pbs.twimg.com/media/GbGe6ReWEAABusA.jpg,2024-10-30 09-27-img_174.jpg,"America is the greatest idea humanity ever devised. A nation big enough to encompass all our dreams, strong enough to withstand any fracture or fissure between us, and fearless enough to imagine a future of possibilities.

Let us fight for this beautiful country we love. https://t.co/jDbZfVFPVS",22897,5953,3398
2024/10/29 22:45,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1851274082572026045/photo/1,Image,https://pbs.twimg.com/media/GbEL81UWMAAT4ot.jpg,2024-10-29 22-45-img_190.jpg,"I trust the women of America to make decisions about their own bodies. 

Trump does not. https://t.co/NFugNLxiFx",37659,6600,9101
2024/10/28 1:13,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1850586660662100394/video/1,Video,https://video.twimg.com/amplify_video/1850586532597411840/vid/avc1/1080x1080/JWWeGa5G_UKIXOi2.mp4?tag=16,2024-10-28 01-13-vid_224.mp4,"Throughout my career, I’ve always fought for the people of Puerto Rico. Every chance he got, Donald Trump abandoned and insulted them.

As president, I will invest in Puerto Rico's future so that Puerto Ricans can not just get by, but get ahead. https://t.co/jkqOPWBhIy",59146,14496,7582
2024/10/28 3:31,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1850621322226721113/photo/1,Image,https://pbs.twimg.com/media/Ga66OrjW8AEP3NE.jpg,2024-10-28 03-31-img_219.jpg,"Michigan, we are here as a community because we love our country. With your help this November, we can and will win. https://t.co/cHggcF7And",7137,1559,1653
2024/10/27 20:57,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1850522126530310151/photo/1,Image,https://pbs.twimg.com/media/Ga5gB_IWoAA1sPe.jpg,2024-10-27 20-57-img_226.jpg,"Two middle-class kids.   

One, a daughter of Oakland, California, who was raised by a working mother and had a summer job at McDonald's.

The other, a son of the Nebraska plains, who spent summers on the farm.   

Together, @Tim_Walz and I are running a campaign for all https://t.co/ZwixIVrkS6",17984,3735,8241
2024/10/28 3:31,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1850621322226721113/photo/1,Image,https://pbs.twimg.com/media/Ga66NefWsAAZj4H.jpg,2024-10-28 03-31-img_218.jpg,"Michigan, we are here as a community because we love our country. With your help this November, we can and will win. https://t.co/cHggcF7And",7137,1559,1653
2024/10/28 3:31,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1850621322226721113/photo/1,Image,https://pbs.twimg.com/media/Ga66RH3WoAE5Fdi.jpg,2024-10-28 03-31-img_221.jpg,"Michigan, we are here as a community because we love our country. With your help this November, we can and will win. https://t.co/cHggcF7And",7137,1559,1653
2024/10/27 2:08,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1850238050946748678/photo/1,Image,https://pbs.twimg.com/media/Ga1doH3WcAMqyvo.jpg,2024-10-27 02-08-img_232.jpg,"Texas, we are fighting for freedom. Let’s get out and vote. https://t.co/XgEaYdyUT7",17908,3144,2532
2024/10/27 5:04,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1850282452771655945/photo/1,Image,https://pbs.twimg.com/media/Ga2GEYSXQAAxvDm.jpg,2024-10-27 05-04-img_231.jpg,"Women are suffering and dying because of Trump Abortion Bans. 

Americans will show @realDonaldTrump at the ballot box exactly how much we care about reproductive freedom. https://t.co/SvN8bcG749",13516,3942,5708
2024/10/26 20:34,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1850154139830939783/photo/1,Image,https://pbs.twimg.com/media/Ga0RXkpa4AAJu9A.jpg,2024-10-26 20-34-img_239.jpg,"Michigan, this election is a fight for our future. You can make a difference in this race by voting early: https://t.co/ZfypS2DQ73. https://t.co/WPQfn7GPAo",8011,2780,1946
2024/10/26 12:10,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1850027133843738758/photo/1,Image,https://pbs.twimg.com/media/GaydzKTXoAACZNq.jpg,2024-10-26 12-10-img_241.jpg,Freedom is what we are fighting for. https://t.co/Bto5zOTi79,22157,4102,3351
2024/10/26 12:25,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1850030913737912562/video/1,Video,https://video.twimg.com/amplify_video/1850030848751403009/vid/avc1/1080x1080/Sw9GTnr0-Y7C1uMr.mp4?tag=16,2024-10-26 12-25-vid_240.mp4,"Donald Trump calls our country a garbage can.

I think being an American is one of the greatest privileges on Earth. https://t.co/vZPek6oHAZ",12326,3125,4761
2024/10/26 12:10,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1850027133843738758/photo/1,Image,https://pbs.twimg.com/media/Gayd1lnWQAAvwJU.jpg,2024-10-26 12-10-img_243.jpg,Freedom is what we are fighting for. https://t.co/Bto5zOTi79,22157,4102,3351
2024/10/26 12:10,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1850027133843738758/photo/1,Image,https://pbs.twimg.com/media/Gayd0XaWMAAqgI8.jpg,2024-10-26 12-10-img_242.jpg,Freedom is what we are fighting for. https://t.co/Bto5zOTi79,22157,4102,3351
2024/10/26 12:10,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1850027133843738758/photo/1,Image,https://pbs.twimg.com/media/Gayd2z2W0AAqnIP.jpg,2024-10-26 12-10-img_244.jpg,Freedom is what we are fighting for. https://t.co/Bto5zOTi79,22157,4102,3351
2024/10/26 11:42,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1850020134598930778/video/1,Video,https://video.twimg.com/amplify_video/1850020027191201792/vid/avc1/1080x1350/E9dwmz9YgWv-n8Df.mp4?tag=16,2024-10-26 11-42-vid_245.mp4,"Gen Z, you know it ain't right that you may have fewer rights than your mother or your grandmother.

Are you ready to make your voices heard? https://t.co/q0ZjrQzj90",27495,7093,5860
2024/10/26 11:10,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1850012038736539952/video/1,Video,https://video.twimg.com/amplify_video/1850011973976526848/vid/avc1/1080x1920/-9XwysNr1O0npTxt.mp4?tag=16,2024-10-26 11-10-vid_247.mp4,"Thank you, @Beyonce and @kellyrowland. https://t.co/rgAOkEUZV7",113442,15543,4856
2024/10/26 7:42,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1849959691532583147/photo/1,Image,https://pbs.twimg.com/media/Gaxgf77XUAAalqb.jpg,2024-10-26 07-42-img_249.jpg,"It all comes down to this: One of the highest forms of patriotism and love of country is to fight for the promise of America. And in this election, we continue to stand up for those ideals.

https://t.co/VbrfuqVy9P https://t.co/PNKOyPINo5",6558,1845,1979
2024/10/26 11:28,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1850016590303035417/video/1,Video,https://video.twimg.com/amplify_video/1850016503749283840/vid/avc1/1080x1350/VZXcPbMTYwrCBGwp.mp4?tag=16,2024-10-26 11-28-vid_246.mp4,"To the extremist leaders who support Trump Abortion Bans—but have neglected prenatal care, maternity care, and postpartum care:

Where have you been? https://t.co/boSb8np2Se",13528,4263,2830
2024/10/26 7:08,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1849951093674963362/photo/1,Image,https://pbs.twimg.com/media/GaxYsvwXMAA1jOg.jpg,2024-10-26 07-08-img_251.jpg,"When Congress passes a bill to restore reproductive freedom, as President of the United States, I will proudly sign it into law. https://t.co/rxsakwz9zM",9423,2384,2901
2024/10/26 6:09,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1849936310913352045/video/1,Video,https://video.twimg.com/amplify_video/1849936225144119297/vid/avc1/1920x1080/X8nJx82qZpDFDVqC.mp4?tag=16,2024-10-26 06-09-vid_252.mp4,"Ondrea and Ceasar prayed for a family. After she and her husband learned her baby girl would not survive, Ondrea was denied standard medical care because she lives in a state with a Trump Abortion Ban. 

Now, she may never have children.

Your vote can prevent stories like theirs https://t.co/XXyFocItjb",5550,2241,1598
2024/10/26 5:11,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1849921717142982786/video/1,Video,https://video.twimg.com/amplify_video/1849921632103477248/vid/avc1/1920x1080/OaTKOhYAs4o08_Gi.mp4?tag=16,2024-10-26 05-11-vid_253.mp4,"Donald Trump has shown us time and again who he is—sowing division, fear, and hate throughout our country, including disparaging the Latino community. 

It is time to turn the page. https://t.co/VbrfuqVy9P https://t.co/OlltbDctLu",7146,2569,3385
2024/10/26 7:42,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1849959691532583147/photo/1,Image,https://pbs.twimg.com/media/GaxghKGWYAEPMbx.jpg,2024-10-26 07-42-img_250.jpg,"It all comes down to this: One of the highest forms of patriotism and love of country is to fight for the promise of America. And in this election, we continue to stand up for those ideals.

https://t.co/VbrfuqVy9P https://t.co/PNKOyPINo5",6558,1845,1979
2024/10/26 3:51,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1849901579903586794/video/1,Video,https://video.twimg.com/amplify_video/1849901515672023040/vid/avc1/1080x1080/WLL8Pgv4LroQUR2B.mp4?tag=16,2024-10-26 03-51-vid_254.mp4,"Donald Trump referred to our country as a “garbage can.” 

America deserves better. https://t.co/2mzY97boJD",26660,7575,11505
2024/10/26 2:01,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1849873943085121694/video/1,Video,https://video.twimg.com/amplify_video/1849873815435870210/vid/avc1/1080x1920/6AdO4HTA7kzJh4f3.mp4?tag=16,2024-10-26 02-01-vid_255.mp4,"Our campaign is fueled by the power of the people. 

Let’s continue the work to win on November 5: https://t.co/ZaRpcqNdUT. https://t.co/xKeKFEdamr",7530,2357,3422
2024/10/25 22:38,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1849822817551851813/photo/1,Image,https://pbs.twimg.com/media/Gavj-XQWAAA0FWL.jpg,2024-10-25 22-38-img_257.jpg,"With your help, we will win the fight for the promise of America.

https://t.co/MykJL0X5gt https://t.co/1ndXb4y4Vb",12368,2787,3109
2024/10/25 20:12,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1849786006213423131/photo/1,Image,https://pbs.twimg.com/media/GavCjYIXoAARDCD.jpg,2024-10-25 20-12-img_261.jpg,"My mother saved for years to buy our first home.  

Fast forward to today: Even if aspiring homeowners save for years, it is often still not enough. We need to build more housing in America because a severe housing shortage is part of what is driving up costs.  

Our Harris-Walz https://t.co/HThXHjB5mi",10615,2107,5806
2024/10/25 23:02,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1849828798205669770/video/1,Video,https://video.twimg.com/ext_tw_video/1849825017904660480/pu/vid/avc1/1920x1080/T8ZhYE--cnbRJVdd.mp4?tag=14,2024-10-25 23-02-vid_256.mp4,"In Phoenix, I stopped by Bacanora to meet with Chef Rene Andrade and discuss cooking and community.

Small businesses like Bacanora are the backbone of our economy. As president, my opportunity economy will help aspiring entrepreneurs start and grow their small businesses. https://t.co/wpZK9O1LMu",8949,2666,2247
2024/10/25 9:53,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1849630271848513981/video/1,Video,https://video.twimg.com/amplify_video/1849630207734362112/vid/avc1/1080x1080/7LbWbBmM25r2GwrZ.mp4?tag=16,2024-10-25 09-53-vid_263.mp4,"Donald Trump admires dictators—and he wants to be one on day one if given the chance.

Our democracy is at stake. https://t.co/BmBA3YPeMC",6569,2022,4878
2024/10/25 9:31,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1849624714332815756/video/1,Video,https://video.twimg.com/amplify_video/1849624671123091456/vid/avc1/720x1280/9JVHWXGqYrsm_lUy.mp4?tag=16,2024-10-25 09-31-vid_264.mp4,"Thank you, Georgia. https://t.co/yPH9O2ZzPF",64666,8846,4061
2024/10/25 10:08,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1849634013071257911/video/1,Video,https://video.twimg.com/amplify_video/1849633885685989376/vid/avc1/1920x1080/wnwxl6ZmrXtnNrmk.mp4?tag=16,2024-10-25 10-08-vid_262.mp4,"Donald Trump’s former chief of staff, a four-star Marine general, has given America an unprecedented warning: 

Trump is unhinged and unstable—and he is out for unchecked power. https://t.co/bNDSw0MhoT",15301,6176,5717
2024/10/25 7:40,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1849596850937934196/video/1,Video,https://video.twimg.com/amplify_video/1849596744566263808/vid/avc1/1920x1080/Pmhp_hkZPaUOu-2Y.mp4?tag=16,2024-10-25 07-40-vid_266.mp4,"Thank you, @Springsteen. Our democracy is only as strong as our willingness to fight for it, and I am grateful you are with us in this fight. https://t.co/tqB3nH0mBy",44017,9348,4658
2024/10/25 3:19,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1849531078840652268/photo/1,Image,https://pbs.twimg.com/media/GaraspOXYAEeiLP.jpg,2024-10-25 03-19-img_269.jpg,"See you soon, Georgia. https://t.co/wynMpcpH3X",28883,5234,4953
2024/10/25 5:11,Kamala Harris,@KamalaHarris,https://x.com/KamalaHarris/status/1849559261312909595/photo/1,Image,https://pbs.twimg.com/media/Gar0VGHXYAA6yau.jpg,2024-10-25 05-11-img_268.jpg,"Donald Trump’s Project 2025 agenda will take us backward. 

We are not going back. https://t.co/pSJWlkCq5R",62119,8870,13153
